Date,Close
12/10/2019 16:00:00,114.78
12/11/2019 16:00:00,116.37
12/12/2019 16:00:00,120.54
12/13/2019 16:00:00,119.14
12/16/2019 16:00:00,123.19
12/17/2019 16:00:00,123.84
12/18/2019 16:00:00,126.69
12/19/2019 16:00:00,128.07
12/20/2019 16:00:00,127.49
12/23/2019 16:00:00,128.83
12/24/2019 13:00:00,128.49
12/26/2019 16:00:00,127.58
12/27/2019 16:00:00,126.45
12/30/2019 16:00:00,126.29
