Date,Close,
9/30/2019 16:00,28.21,
10/1/2019 16:00,28.19,
10/2/2019 16:00,28.06,
10/3/2019 16:00,28.8,
10/4/2019 16:00,28.99,
10/7/2019 16:00,28.85,
10/8/2019 16:00,27.73,
10/9/2019 16:00,28.38,
10/10/2019 16:00,28.58,
10/11/2019 16:00,29.71,
10/14/2019 16:00,29.83,
10/15/2019 16:00,31,
10/16/2019 16:00,31.24,
10/17/2019 16:00,30.74,
10/18/2019 16:00,29.93,
10/21/2019 16:00,31.03,
10/22/2019 16:00,30.27,
10/23/2019 16:00,30.76,
10/24/2019 16:00,30.72,
10/25/2019 16:00,31.16,
10/28/2019 16:00,31.73,
10/29/2019 16:00,31.78,
10/30/2019 16:00,31.69,
10/31/2019 16:00,31.15,
11/1/2019 16:00,31.49,
11/4/2019 16:00,33.12,
11/5/2019 16:00,32.98,
11/6/2019 16:00,32.87,
11/7/2019 16:00,33.28,
11/8/2019 16:00,33.23,
11/11/2019 16:00,33.21,
11/12/2019 16:00,33.57,
11/13/2019 16:00,33.37,
11/14/2019 16:00,33.57,
11/15/2019 16:00,33.55,
11/18/2019 16:00,32.8,
11/19/2019 16:00,32.44,
11/20/2019 16:00,31.68,
11/21/2019 16:00,32.17,
11/22/2019 16:00,31.95,
11/25/2019 16:00,32.64,
11/26/2019 16:00,32.86,
11/27/2019 16:00,33.15,
11/29/2019 13:00,32.65,
12/2/2019 16:00,32.29,
12/3/2019 16:00,32.03,
12/4/2019 16:00,31.56,
12/5/2019 16:00,32.54,
12/6/2019 16:00,32.93,
12/9/2019 16:00,33.25,
12/10/2019 16:00,33.26,
12/11/2019 16:00,33.24,
12/12/2019 16:00,33.82,
12/13/2019 16:00,34,
12/16/2019 16:00,34.64,
12/17/2019 16:00,34.69,
12/18/2019 16:00,34.44,
12/19/2019 16:00,34.78,
12/20/2019 16:00,35.31,
12/23/2019 16:00,36.26,
12/24/2019 13:00,36.28,
12/26/2019 16:00,36.24,
12/27/2019 16:00,35.93,
12/30/2019 16:00,35.4,
